TransactionID,TransactionDate,CustomerID,CustomerName,Gender,Age,City,State,ProductName,Category,SubCategory,Quantity,Price,PaymentMode,OrderStatus
TXN100177,2025/12/04,CUST1240,Oorja Konda,Female,54,Pune,Maharashtra,HP Laptop,Electronics,Laptop,2,72000,Credit Card,Delivered
TXN100178,2025/12/13,CUST1715,Ahana  Sethi,Female,42,Mumbai,Maharashtra,Samsung Galaxy S22,Electronics,Mobile,3,58000,Debit Card,Returned
TXN100179,16-02-2025,CUST1358,Vidur Bhargava,Male,47,Delhi,Delhi,iPhone 14,Electronics,Mobile,4,65000,UPI,Returned
TXN100180,06-05-2025,CUST1569,Amira Kota,Male,25,Pune,Maharashtra,Wooden Table,Furniture,Table,3,12000,UPI,Delivered
TXN100181,04-08-2025,CUST1018,Raunak Devi,Female,21,Kolkata,West Bengal,Adidas T-Shirt,Fashion,Clothing,1,1800,Cash,Delivered
TXN100182,2025/05/05,CUST1902,Arhaan Tara,Female,21,Bengaluru,Karnataka,Wooden Table,Furniture,Table,1,12000,UPI,Delivered
TXN100183,2025/12/27,CUST1486,Amira Sengupta,Male,19,Chennai,Tamil Nadu,Wooden Table,Furniture,Table,5,12000,Cash,Cancelled
TXN100184,30-06-2025,CUST1378,Lagan Mannan,Female,50,Chennai,Tamil Nadu,HP Laptop,Electronics,Laptop,2,72000,Cash,Delivered
TXN100185,15-07-2025,CUST1114,Prisha Dani,Male,21,Chennai,Tamil Nadu,Adidas T-Shirt,Fashion,Clothing,3,1800,Debit Card,Returned
TXN100186,03-10-2025,CUST1210,Ahana  Talwar,Male,41,Pune,Maharashtra,HP Laptop,Electronics,Laptop,2,72000,Cash,Returned
TXN100187,10-02-2025,CUST1151,Himmat Kaur,Female,56,Hyderabad,Telangana,HP Laptop,Electronics,Laptop,5,72000,Cash,Returned
TXN100188,2025/01/21,CUST1983,Yashvi Tank,Male,48,Delhi,Delhi,Adidas T-Shirt,Fashion,Clothing,1,1800,Cash,Delivered
TXN100189,22-08-2025,CUST1977,Amira Kara,Female,51,Chennai,Tamil Nadu,Sony Headphones,Electronics,Accessories,1,5000,Cash,Returned
TXN100190,23-07-2025,CUST1781,Trisha Gandhi,Male,48,Pune,Maharashtra,Adidas T-Shirt,Fashion,Clothing,4,1800,Credit Card,Delivered
TXN100191,2025/10/22,CUST1521,Tara Dhingra,Male,30,Hyderabad,Telangana,iPhone 14,Electronics,Mobile,2,65000,Cash,Cancelled
TXN100192,26-04-2025,CUST1726,Anahita Bhalla,Male,34,Pune,Maharashtra,Adidas T-Shirt,Fashion,Clothing,5,1800,Credit Card,Cancelled
TXN100193,2025/05/23,CUST1520,Hunar Bahl,Male,19,Chennai,Tamil Nadu,iPhone 14,Electronics,Mobile,4,65000,UPI,Returned
TXN100194,29-01-2025,CUST1331,Zain Sibal,Male,32,Chennai,Tamil Nadu,Samsung Galaxy S22,Electronics,Mobile,3,58000,UPI,Cancelled
TXN100195,2025/11/01,CUST1664,Lavanya Trivedi,Female,39,Chennai,Tamil Nadu,Samsung Galaxy S22,Electronics,Mobile,2,58000,Cash,Delivered
TXN100196,2025/02/17,CUST1175,Kanav Rama,Male,30,Hyderabad,Telangana,Adidas T-Shirt,Fashion,Clothing,1,1800,Debit Card,Returned
TXN100197,01-12-2025,CUST1678,Hunar Chaudhry,Male,41,Kolkata,West Bengal,HP Laptop,Electronics,Laptop,1,72000,UPI,Returned
TXN100198,2026/01/03,CUST1015,Jayan Varkey,Male,38,Hyderabad,Telangana,Adidas T-Shirt,Fashion,Clothing,4,1800,Credit Card,Returned
TXN100199,2025/05/16,CUST1523,Inaaya  Sabharwal,Female,45,Kolkata,West Bengal,Wooden Table,Furniture,Table,1,12000,UPI,Cancelled
TXN100200,11-11-2025,CUST1778,Hridaan Dewan,Male,52,Delhi,Delhi,iPhone 14,Electronics,Mobile,5,65000,Debit Card,Cancelled
TXN100201,25-12-2025,CUST1289,Kavya Konda,Female,50,Mumbai,Maharashtra,HP Laptop,Electronics,Laptop,1,72000,UPI,Delivered
TXN100202,2025/07/09,CUST1601,Ranbir Ray,Male,60,Bengaluru,Karnataka,Adidas T-Shirt,Fashion,Clothing,2,1800,UPI,Cancelled
TXN100203,10-12-2025,CUST1414,Yuvaan Kunda,Female,39,Mumbai,Maharashtra,Samsung Galaxy S22,Electronics,Mobile,1,58000,Debit Card,Returned
TXN100204,31-07-2025,CUST1227,Alisha Khatri,Male,40,Chennai,Tamil Nadu,Sony Headphones,Electronics,Accessories,5,5000,Cash,Delivered
TXN100205,19-06-2025,CUST1432,Kismat Shah,Male,38,Chennai,Tamil Nadu,Samsung Galaxy S22,Electronics,Mobile,1,58000,Cash,Returned
TXN100206,25-05-2025,CUST1963,Suhana Sama,Male,56,Delhi,Delhi,Adidas T-Shirt,Fashion,Clothing,5,1800,Debit Card,Delivered
TXN100207,11-01-2025,CUST1095,Azad Hari,Female,50,Pune,Maharashtra,Samsung Galaxy S22,Electronics,Mobile,4,58000,Debit Card,Delivered
TXN100208,2025/05/13,CUST1077,Dhanush Som,Male,48,Kolkata,West Bengal,Nike Shoes,Fashion,Footwear,5,4500,Cash,Cancelled
TXN100209,11-09-2025,CUST1477,Baiju Kothari,Female,27,Hyderabad,Telangana,Sony Headphones,Electronics,Accessories,3,5000,UPI,Cancelled
TXN100210,14-03-2025,CUST1541,Jivika Chad,Female,48,Hyderabad,Telangana,Sony Headphones,Electronics,Accessories,1,5000,Debit Card,Returned
TXN100211,11-09-2025,CUST1809,Rhea Loyal,Male,53,Chennai,Tamil Nadu,HP Laptop,Electronics,Laptop,5,72000,Credit Card,Returned
TXN100212,2025/12/05,CUST1673,Advika Bath,Female,28,Kolkata,West Bengal,iPhone 14,Electronics,Mobile,4,65000,UPI,Cancelled
TXN100213,2025/03/18,CUST1496,Samar Shukla,Female,40,Bengaluru,Karnataka,Sony Headphones,Electronics,Accessories,1,5000,Debit Card,Returned
TXN100214,23-04-2025,CUST1213,Nitya Tak,Male,47,Mumbai,Maharashtra,Samsung Galaxy S22,Electronics,Mobile,3,58000,Debit Card,Returned
TXN100215,2025/05/13,CUST1121,Zain Kannan,Female,60,Mumbai,Maharashtra,Sony Headphones,Electronics,Accessories,4,5000,Cash,Delivered
TXN100216,18-03-2025,CUST1652,Vivaan Gandhi,Male,49,Mumbai,Maharashtra,iPhone 14,Electronics,Mobile,2,65000,Debit Card,Delivered
TXN100217,23-02-2025,CUST1652,Zara Ganguly,Male,46,Delhi,Delhi,Wooden Table,Furniture,Table,2,12000,UPI,Delivered
TXN100218,20-09-2025,CUST1412,Biju Karan,Female,41,Mumbai,Maharashtra,Adidas T-Shirt,Fashion,Clothing,5,1800,Cash,Returned
TXN100219,2025/08/31,CUST1177,Nishith Gara,Female,53,Delhi,Delhi,Sony Headphones,Electronics,Accessories,2,5000,Debit Card,Cancelled
TXN100220,2025/09/27,CUST1431,Advika Rajan,Male,39,Mumbai,Maharashtra,Sony Headphones,Electronics,Accessories,5,5000,Cash,Delivered
TXN100221,19-07-2025,CUST1561,Raghav Chanda,Male,37,Hyderabad,Telangana,Adidas T-Shirt,Fashion,Clothing,3,1800,Cash,Delivered
TXN100222,02-09-2025,CUST1389,Kanav Varty,Male,20,Delhi,Delhi,iPhone 14,Electronics,Mobile,2,65000,Credit Card,Cancelled
TXN100223,24-09-2025,CUST1697,Yakshit Divan,Male,37,Delhi,Delhi,Adidas T-Shirt,Fashion,Clothing,2,1800,Cash,Returned
TXN100224,19-06-2025,CUST1288,Vaibhav Sarna,Female,53,Kolkata,West Bengal,Nike Shoes,Fashion,Footwear,5,4500,Credit Card,Delivered
TXN100225,2025/09/05,CUST1955,Jhanvi Dewan,Female,53,Pune,Maharashtra,iPhone 14,Electronics,Mobile,1,65000,UPI,Cancelled
TXN100226,28-12-2025,CUST1255,Anay Dass,Female,51,Kolkata,West Bengal,Wooden Table,Furniture,Table,4,12000,Debit Card,Delivered
TXN100227,11-03-2025,CUST1935,Aarush Bora,Female,56,Pune,Maharashtra,Samsung Galaxy S22,Electronics,Mobile,1,58000,Debit Card,Delivered
TXN100228,2025/04/18,CUST1875,Advik Dyal,Female,58,Kolkata,West Bengal,iPhone 14,Electronics,Mobile,3,65000,Credit Card,Returned
TXN100229,2025/07/19,CUST1461,Lagan Behl,Male,56,Hyderabad,Telangana,HP Laptop,Electronics,Laptop,4,72000,Debit Card,Cancelled
TXN100230,10-11-2025,CUST1963,Stuvan Chaudhry,Female,28,Hyderabad,Telangana,Samsung Galaxy S22,Electronics,Mobile,3,58000,Debit Card,Delivered
TXN100231,16-02-2025,CUST1786,Alisha Malhotra,Female,57,Kolkata,West Bengal,Sony Headphones,Electronics,Accessories,4,5000,Cash,Delivered
TXN100232,2025/11/18,CUST1009,Arnav Choudhary,Female,23,Delhi,Delhi,Nike Shoes,Fashion,Footwear,3,4500,Cash,Cancelled
TXN100233,2025/03/14,CUST1811,Rania Jhaveri,Male,22,Bengaluru,Karnataka,Adidas T-Shirt,Fashion,Clothing,4,1800,Credit Card,Cancelled
TXN100234,2025/08/14,CUST1011,Farhan Dhar,Male,18,Hyderabad,Telangana,HP Laptop,Electronics,Laptop,5,72000,Cash,Returned
TXN100235,2025/10/21,CUST1694,Ehsaan Thakur,Female,54,Hyderabad,Telangana,Wooden Table,Furniture,Table,3,12000,Debit Card,Delivered
TXN100236,09-05-2025,CUST1635,Samarth Kari,Female,27,Delhi,Delhi,Wooden Table,Furniture,Table,1,12000,Debit Card,Returned
TXN100237,11-02-2025,CUST1616,Kiaan Sunder,Male,48,Hyderabad,Telangana,HP Laptop,Electronics,Laptop,4,72000,Cash,Returned
TXN100238,2025/09/24,CUST1198,Nitara Bhasin,Male,20,Delhi,Delhi,HP Laptop,Electronics,Laptop,1,72000,UPI,Returned
TXN100239,18-01-2025,CUST1466,Biju Sangha,Male,56,Kolkata,West Bengal,Wooden Table,Furniture,Table,2,12000,UPI,Cancelled
TXN100240,2025/07/26,CUST1476,Divyansh Mandal,Male,41,Delhi,Delhi,Adidas T-Shirt,Fashion,Clothing,5,1800,UPI,Returned
TXN100241,05-08-2025,CUST1858,Tarini Wadhwa,Male,19,Mumbai,Maharashtra,Samsung Galaxy S22,Electronics,Mobile,1,58000,Credit Card,Delivered
TXN100242,06-05-2025,CUST1582,Shaan Sane,Male,36,Chennai,Tamil Nadu,Nike Shoes,Fashion,Footwear,2,4500,UPI,Returned
TXN100243,26-03-2025,CUST1936,Stuvan Amble,Female,38,Delhi,Delhi,Wooden Table,Furniture,Table,4,12000,Debit Card,Delivered
TXN100244,2025/04/23,CUST1776,Pranay Hegde,Male,20,Mumbai,Maharashtra,Sony Headphones,Electronics,Accessories,2,5000,Cash,Delivered
TXN100245,22-08-2025,CUST1976,Tejas Dixit,Female,21,Chennai,Tamil Nadu,Nike Shoes,Fashion,Footwear,4,4500,Cash,Delivered
TXN100246,08-08-2025,CUST1830,Farhan Mand,Female,32,Hyderabad,Telangana,Wooden Table,Furniture,Table,4,12000,Debit Card,Delivered
TXN100247,11-08-2025,CUST1846,Lakshit Srinivasan,Female,33,Pune,Maharashtra,Samsung Galaxy S22,Electronics,Mobile,1,58000,UPI,Returned
TXN100248,04-11-2025,CUST1081,Anya Shroff,Female,52,Bengaluru,Karnataka,Adidas T-Shirt,Fashion,Clothing,2,1800,Credit Card,Delivered
TXN100249,20-07-2025,CUST1043,Rati Bail,Male,48,Pune,Maharashtra,Samsung Galaxy S22,Electronics,Mobile,1,58000,Debit Card,Returned
TXN100250,17-01-2025,CUST1357,Samar Batta,Female,56,Delhi,Delhi,Adidas T-Shirt,Fashion,Clothing,4,1800,Cash,Cancelled
TXN100251,27-03-2025,CUST1438,Madhav Sehgal,Male,19,Mumbai,Maharashtra,Sony Headphones,Electronics,Accessories,5,5000,Cash,Returned
TXN100252,2025/08/02,CUST1044,Amani Vig,Female,33,Bengaluru,Karnataka,iPhone 14,Electronics,Mobile,2,65000,Credit Card,Returned
TXN100253,2025/02/12,CUST1368,Jivin Wali,Female,54,Bengaluru,Karnataka,HP Laptop,Electronics,Laptop,3,72000,Cash,Cancelled
TXN100254,2025/09/09,CUST1156,Ivan Borde,Male,49,Bengaluru,Karnataka,Sony Headphones,Electronics,Accessories,1,5000,Credit Card,Returned
TXN100255,26-05-2025,CUST1173,Rasha Choudhury,Male,59,Delhi,Delhi,Nike Shoes,Fashion,Footwear,3,4500,UPI,Cancelled
TXN100256,21-09-2025,CUST1615,Abram Chada,Male,22,Pune,Maharashtra,Nike Shoes,Fashion,Footwear,5,4500,Credit Card,Returned
TXN100257,2025/08/19,CUST1808,Nirvaan Kale,Male,36,Chennai,Tamil Nadu,Adidas T-Shirt,Fashion,Clothing,5,1800,Cash,Returned
TXN100258,2025/03/01,CUST1631,Aaryahi Verma,Male,52,Mumbai,Maharashtra,Sony Headphones,Electronics,Accessories,3,5000,Credit Card,Returned
TXN100259,2025/10/30,CUST1373,Kimaya Bhardwaj,Male,25,Chennai,Tamil Nadu,Sony Headphones,Electronics,Accessories,1,5000,Cash,Returned
TXN100260,2025/04/11,CUST1715,Sara Grover,Female,47,Pune,Maharashtra,Wooden Table,Furniture,Table,1,12000,Credit Card,Returned
TXN100261,2025/11/23,CUST1740,Divit Dhingra,Male,30,Hyderabad,Telangana,Samsung Galaxy S22,Electronics,Mobile,1,58000,Credit Card,Returned
TXN100262,2025/07/03,CUST1436,Farhan Ratta,Female,57,Kolkata,West Bengal,Nike Shoes,Fashion,Footwear,4,4500,Credit Card,Cancelled
TXN100263,16-10-2025,CUST1903,Aaina Tella,Male,59,Chennai,Tamil Nadu,Wooden Table,Furniture,Table,5,12000,Debit Card,Cancelled
TXN100264,25-10-2025,CUST1846,Piya Majumdar,Female,24,Bengaluru,Karnataka,Nike Shoes,Fashion,Footwear,2,4500,Credit Card,Cancelled
TXN100265,20-03-2025,CUST1402,Neelofar Aurora,Female,56,Mumbai,Maharashtra,HP Laptop,Electronics,Laptop,1,72000,Debit Card,Delivered
TXN100266,23-11-2025,CUST1606,Ishita Konda,Female,29,Chennai,Tamil Nadu,Nike Shoes,Fashion,Footwear,2,4500,Debit Card,Cancelled
TXN100267,01-12-2025,CUST1222,Renee Ramesh,Female,58,Chennai,Tamil Nadu,iPhone 14,Electronics,Mobile,1,65000,Credit Card,Delivered
TXN100268,21-07-2025,CUST1914,Kabir Bakshi,Male,43,Mumbai,Maharashtra,HP Laptop,Electronics,Laptop,4,72000,Cash,Returned
TXN100269,2025/05/07,CUST1936,Dishani Krishna,Female,45,Mumbai,Maharashtra,Adidas T-Shirt,Fashion,Clothing,3,1800,Credit Card,Returned
TXN100270,2025/03/20,CUST1895,Advika Hari,Male,25,Bengaluru,Karnataka,iPhone 14,Electronics,Mobile,1,65000,Credit Card,Cancelled
TXN100271,2025/02/11,CUST1501,Nirvaan Bose,Female,52,Mumbai,Maharashtra,Wooden Table,Furniture,Table,5,12000,UPI,Cancelled
TXN100272,01-11-2025,CUST1491,Yuvaan Goda,Male,60,Mumbai,Maharashtra,Sony Headphones,Electronics,Accessories,1,5000,Credit Card,Cancelled
TXN100273,2025/11/22,CUST1523,Inaaya  Bhattacharyya,Male,38,Kolkata,West Bengal,iPhone 14,Electronics,Mobile,3,65000,Cash,Returned
TXN100274,25-02-2025,CUST1152,Vritika Vasa,Male,58,Mumbai,Maharashtra,Nike Shoes,Fashion,Footwear,5,4500,Cash,Returned
TXN100275,2025/08/25,CUST1767,Yasmin Bhavsar,Female,27,Chennai,Tamil Nadu,Nike Shoes,Fashion,Footwear,2,4500,Debit Card,Delivered
TXN100276,06-09-2025,CUST1336,Keya Deshmukh,Female,33,Bengaluru,Karnataka,iPhone 14,Electronics,Mobile,4,65000,Cash,Returned
TXN100277,18-05-2025,CUST1225,Abram Kalla,Male,27,Hyderabad,Telangana,Wooden Table,Furniture,Table,3,12000,Debit Card,Returned
TXN100278,2025/08/11,CUST1351,Abram Iyer,Female,41,Mumbai,Maharashtra,HP Laptop,Electronics,Laptop,4,72000,Debit Card,Returned
TXN100279,22-12-2025,CUST1532,Chirag Chanda,Male,20,Pune,Maharashtra,Wooden Table,Furniture,Table,5,12000,UPI,Cancelled
TXN100280,2025/09/17,CUST1400,Elakshi Shroff,Male,22,Chennai,Tamil Nadu,iPhone 14,Electronics,Mobile,4,65000,Cash,Returned
TXN100281,21-06-2025,CUST1265,Shamik Sanghvi,Female,41,Delhi,Delhi,Nike Shoes,Fashion,Footwear,3,4500,UPI,Cancelled
TXN100282,2025/12/21,CUST1866,Ishita Gupta,Male,24,Mumbai,Maharashtra,Nike Shoes,Fashion,Footwear,4,4500,Debit Card,Delivered
TXN100283,2025/04/04,CUST1110,Zeeshan Batta,Male,57,Mumbai,Maharashtra,Nike Shoes,Fashion,Footwear,2,4500,Debit Card,Delivered
TXN100284,2025/10/16,CUST1780,Akarsh Sodhi,Male,40,Delhi,Delhi,iPhone 14,Electronics,Mobile,2,65000,Cash,Delivered
TXN100285,19-08-2025,CUST1837,Chirag Hari,Male,31,Mumbai,Maharashtra,iPhone 14,Electronics,Mobile,1,65000,Debit Card,Returned
TXN100286,22-10-2025,CUST1886,Bhamini Deshpande,Female,47,Chennai,Tamil Nadu,iPhone 14,Electronics,Mobile,2,65000,Credit Card,Returned
TXN100287,19-02-2025,CUST1833,Arnav Ray,Male,32,Delhi,Delhi,Wooden Table,Furniture,Table,1,12000,Credit Card,Returned
TXN100288,2025/10/14,CUST1475,Prerak Gandhi,Male,26,Mumbai,Maharashtra,Samsung Galaxy S22,Electronics,Mobile,3,58000,Debit Card,Cancelled
TXN100289,05-08-2025,CUST1364,Nitara Ganguly,Male,46,Pune,Maharashtra,Sony Headphones,Electronics,Accessories,5,5000,UPI,Cancelled
TXN100290,24-01-2025,CUST1892,Neysa De,Male,19,Hyderabad,Telangana,Sony Headphones,Electronics,Accessories,4,5000,Cash,Cancelled
TXN100291,24-07-2025,CUST1570,Dharmajan Dalal,Male,29,Delhi,Delhi,Adidas T-Shirt,Fashion,Clothing,4,1800,Cash,Delivered
TXN100292,2025/03/07,CUST1369,Damini Ravel,Male,26,Kolkata,West Bengal,iPhone 14,Electronics,Mobile,3,65000,UPI,Cancelled
TXN100293,01-03-2025,CUST1882,Vedika Agrawal,Female,48,Chennai,Tamil Nadu,Nike Shoes,Fashion,Footwear,1,4500,Cash,Delivered
TXN100294,23-09-2025,CUST1212,Taran Swaminathan,Female,53,Pune,Maharashtra,HP Laptop,Electronics,Laptop,1,72000,Cash,Cancelled
TXN100295,2025/08/22,CUST1579,Sana Ramanathan,Male,19,Mumbai,Maharashtra,Wooden Table,Furniture,Table,2,12000,UPI,Cancelled
TXN100296,2025/08/18,CUST1410,Elakshi Chatterjee,Female,27,Delhi,Delhi,Samsung Galaxy S22,Electronics,Mobile,5,58000,UPI,Returned
TXN100297,2025/10/09,CUST1888,Amira Amble,Male,44,Bengaluru,Karnataka,Sony Headphones,Electronics,Accessories,2,5000,Debit Card,Delivered
TXN100298,2025/03/28,CUST1583,Vedika Sama,Male,51,Bengaluru,Karnataka,Sony Headphones,Electronics,Accessories,1,5000,Debit Card,Returned
TXN100299,2025/04/13,CUST1693,Jayesh Bhatia,Female,58,Kolkata,West Bengal,Nike Shoes,Fashion,Footwear,2,4500,Credit Card,Returned
TXN100300,11-09-2025,CUST1800,Krish Sabharwal,Female,27,Hyderabad,Telangana,HP Laptop,Electronics,Laptop,4,72000,Debit Card,Returned
TXN100301,2025/08/04,CUST1973,Vivaan Bava,Male,45,Chennai,Tamil Nadu,iPhone 14,Electronics,Mobile,5,65000,Debit Card,Delivered
TXN100302,2025/02/12,CUST1433,Nakul Verma,Male,42,Chennai,Tamil Nadu,Wooden Table,Furniture,Table,5,12000,Cash,Delivered
TXN100303,29-08-2025,CUST1152,Lagan Dyal,Male,26,Chennai,Tamil Nadu,Samsung Galaxy S22,Electronics,Mobile,4,58000,Cash,Returned
TXN100304,19-06-2025,CUST1014,Umang Bahl,Male,33,Hyderabad,Telangana,iPhone 14,Electronics,Mobile,4,65000,Debit Card,Cancelled
TXN100305,2025/06/13,CUST1252,Aarush Bawa,Female,37,Hyderabad,Telangana,Adidas T-Shirt,Fashion,Clothing,2,1800,Credit Card,Delivered
TXN100306,2025/07/22,CUST1538,Miraya Dugar,Female,56,Kolkata,West Bengal,iPhone 14,Electronics,Mobile,1,65000,Debit Card,Returned
TXN100307,2025/07/14,CUST1368,Dhanuk Dara,Male,33,Bengaluru,Karnataka,Adidas T-Shirt,Fashion,Clothing,3,1800,UPI,Delivered
TXN100308,19-07-2025,CUST1470,Anika Mand,Male,60,Pune,Maharashtra,Wooden Table,Furniture,Table,3,12000,Cash,Returned
TXN100309,30-11-2025,CUST1384,Zain Dasgupta,Female,18,Bengaluru,Karnataka,Adidas T-Shirt,Fashion,Clothing,1,1800,Cash,Returned
TXN100310,2025/06/17,CUST1835,Taimur Sha,Male,27,Pune,Maharashtra,HP Laptop,Electronics,Laptop,5,72000,UPI,Returned
TXN100311,2025/03/06,CUST1505,Nirvi Mall,Male,35,Pune,Maharashtra,Samsung Galaxy S22,Electronics,Mobile,5,58000,Cash,Returned
TXN100312,27-11-2025,CUST1263,Shanaya Setty,Male,54,Chennai,Tamil Nadu,iPhone 14,Electronics,Mobile,4,65000,Cash,Returned
TXN100313,02-05-2025,CUST1417,Samaira Dora,Male,25,Kolkata,West Bengal,HP Laptop,Electronics,Laptop,2,72000,Cash,Returned
TXN100314,19-07-2025,CUST1342,Tushar Dhar,Female,39,Hyderabad,Telangana,iPhone 14,Electronics,Mobile,5,65000,Cash,Delivered
TXN100315,2025/09/01,CUST1434,Mehul Cheema,Male,27,Pune,Maharashtra,Samsung Galaxy S22,Electronics,Mobile,5,58000,Cash,Returned
TXN100316,2025/11/23,CUST1736,Ranbir Sahni,Female,41,Bengaluru,Karnataka,Nike Shoes,Fashion,Footwear,5,4500,Debit Card,Returned
TXN100317,11-05-2025,CUST1692,Nirvi Koshy,Male,33,Delhi,Delhi,Adidas T-Shirt,Fashion,Clothing,4,1800,UPI,Delivered
TXN100318,2025/11/10,CUST1434,Arnav Venkataraman,Male,45,Delhi,Delhi,iPhone 14,Electronics,Mobile,5,65000,UPI,Returned
TXN100319,2025/06/08,CUST1084,Devansh Mandal,Male,30,Chennai,Tamil Nadu,Adidas T-Shirt,Fashion,Clothing,2,1800,Debit Card,Cancelled
TXN100320,10-08-2025,CUST1006,Miraan Rao,Female,27,Hyderabad,Telangana,Nike Shoes,Fashion,Footwear,2,4500,Credit Card,Cancelled
TXN100321,24-03-2025,CUST1060,Keya Chokshi,Male,19,Kolkata,West Bengal,Nike Shoes,Fashion,Footwear,5,4500,Cash,Returned
TXN100322,30-10-2025,CUST1587,Yasmin Shan,Male,49,Hyderabad,Telangana,Adidas T-Shirt,Fashion,Clothing,2,1800,Debit Card,Cancelled
TXN100323,2025/06/26,CUST1699,Nayantara Zacharia,Male,21,Mumbai,Maharashtra,Sony Headphones,Electronics,Accessories,4,5000,UPI,Returned
TXN100324,2025/06/22,CUST1612,Vardaniya Virk,Female,46,Mumbai,Maharashtra,Wooden Table,Furniture,Table,1,12000,UPI,Returned
TXN100325,26-10-2025,CUST1879,Biju Kapadia,Male,55,Chennai,Tamil Nadu,iPhone 14,Electronics,Mobile,1,65000,Credit Card,Cancelled
TXN100326,10-07-2025,CUST1055,Krish Shah,Male,49,Bengaluru,Karnataka,HP Laptop,Electronics,Laptop,2,72000,UPI,Returned
TXN100327,2025/12/18,CUST1063,Aaryahi Banik,Male,55,Kolkata,West Bengal,Samsung Galaxy S22,Electronics,Mobile,4,58000,UPI,Delivered
TXN100328,30-09-2025,CUST1720,Tiya Kurian,Male,59,Delhi,Delhi,Nike Shoes,Fashion,Footwear,1,4500,Debit Card,Returned
TXN100329,10-12-2025,CUST1709,Yasmin Gera,Female,23,Pune,Maharashtra,Nike Shoes,Fashion,Footwear,1,4500,Debit Card,Delivered
TXN100330,19-03-2025,CUST1578,Divyansh Ramesh,Male,27,Pune,Maharashtra,Sony Headphones,Electronics,Accessories,3,5000,Cash,Returned
TXN100331,19-02-2025,CUST1685,Renee Borra,Male,35,Delhi,Delhi,Nike Shoes,Fashion,Footwear,4,4500,Cash,Returned
TXN100332,25-05-2025,CUST1649,Anya Agrawal,Male,36,Chennai,Tamil Nadu,Samsung Galaxy S22,Electronics,Mobile,5,58000,UPI,Returned
TXN100333,25-09-2025,CUST1355,Nishith Trivedi,Female,38,Delhi,Delhi,Samsung Galaxy S22,Electronics,Mobile,5,58000,Credit Card,Delivered
TXN100334,20-04-2025,CUST1936,Sumer Dar,Female,49,Mumbai,Maharashtra,HP Laptop,Electronics,Laptop,1,72000,Credit Card,Delivered
TXN100335,2025/04/27,CUST1257,Damini Devi,Female,47,Mumbai,Maharashtra,Sony Headphones,Electronics,Accessories,5,5000,Debit Card,Returned
TXN100336,2025/08/15,CUST1383,Dhruv Gopal,Male,42,Bengaluru,Karnataka,HP Laptop,Electronics,Laptop,2,72000,UPI,Delivered
TXN100337,2025/03/29,CUST1651,Aaina Garg,Male,60,Bengaluru,Karnataka,Adidas T-Shirt,Fashion,Clothing,1,1800,UPI,Cancelled
TXN100338,04-02-2025,CUST1310,Bhamini Kara,Female,33,Bengaluru,Karnataka,Samsung Galaxy S22,Electronics,Mobile,3,58000,UPI,Returned
TXN100339,30-11-2025,CUST1963,Nirvaan Rattan,Male,50,Kolkata,West Bengal,iPhone 14,Electronics,Mobile,4,65000,UPI,Cancelled
TXN100340,2025/06/27,CUST1807,Mahika Sama,Male,42,Hyderabad,Telangana,iPhone 14,Electronics,Mobile,4,65000,Debit Card,Returned
TXN100341,2025/07/03,CUST1916,Abram Hari,Female,54,Mumbai,Maharashtra,Adidas T-Shirt,Fashion,Clothing,2,1800,Debit Card,Returned
TXN100342,01-01-2026,CUST1302,Yasmin Borde,Male,47,Chennai,Tamil Nadu,Adidas T-Shirt,Fashion,Clothing,2,1800,UPI,Delivered
TXN100343,2026/01/03,CUST1926,Jivika Tank,Female,51,Pune,Maharashtra,HP Laptop,Electronics,Laptop,1,72000,Cash,Returned
TXN100344,14-03-2025,CUST1054,Sana Devi,Male,38,Delhi,Delhi,Adidas T-Shirt,Fashion,Clothing,1,1800,Cash,Cancelled
TXN100345,24-12-2025,CUST1435,Zara Kala,Male,53,Delhi,Delhi,HP Laptop,Electronics,Laptop,5,72000,Debit Card,Delivered
TXN100346,2025/09/06,CUST1729,Tiya Master,Female,30,Pune,Maharashtra,Adidas T-Shirt,Fashion,Clothing,2,1800,Credit Card,Delivered
TXN100347,13-06-2025,CUST1689,Manjari Bhandari,Female,28,Kolkata,West Bengal,Nike Shoes,Fashion,Footwear,4,4500,Cash,Delivered
TXN100348,01-08-2025,CUST1861,Neysa Sule,Male,55,Chennai,Tamil Nadu,Samsung Galaxy S22,Electronics,Mobile,2,58000,Cash,Cancelled
TXN100349,24-08-2025,CUST1323,Taran Chokshi,Male,48,Pune,Maharashtra,Wooden Table,Furniture,Table,2,12000,Credit Card,Returned
TXN100350,2025/06/07,CUST1705,Ishita Soni,Female,57,Kolkata,West Bengal,Nike Shoes,Fashion,Footwear,1,4500,UPI,Returned
TXN100351,2025/08/02,CUST1130,Kimaya Mani,Male,37,Kolkata,West Bengal,Adidas T-Shirt,Fashion,Clothing,4,1800,UPI,Cancelled
TXN100352,14-02-2025,CUST1317,Divit Handa,Female,52,Pune,Maharashtra,iPhone 14,Electronics,Mobile,2,65000,Cash,Cancelled
TXN100353,2025/05/17,CUST1377,Kaira Rau,Female,53,Pune,Maharashtra,iPhone 14,Electronics,Mobile,3,65000,Credit Card,Cancelled
